dataelementid,dataelement,period,facility,mflcode,categoryoptioncombo,attributeoptioncombo,value
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,4
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,8
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,6
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,21
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,28
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,15
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,86
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,25
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,65
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,19
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,58
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,39
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,76
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,51
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,47
JjX1xgf3kXX,CT_: Net Cohort Starting ART 12 months 1 - 9 Years,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
FBCeiv1YMkL,CT_: Net Cohort Starting ART 12 months 15-19 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
H4jerQZN0A1,CT_: Net Cohort Starting ART 12 months 25-29 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
xhQ1CX8SbHN,CT_: Net Cohort Starting ART 12 months 25-29 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
t3VKUPBErtr,CT_: Net Cohort Starting ART 12 months 30-34 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
JSBZcDadKGT,CT_: Net Cohort Starting ART 12 months 50 + Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
shXRhAtryGq,CT_: Number on ART 12 months 1 - 9 Years,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
GOudfngpblQ,CT_: Number on ART 12 months 30-34 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
RjtR7eD45H1,CT_: Number on ART 12 months 30-34 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
mfZ1PVyooMY,CT_: Number on ART 12 months 50 + Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
RMpwq40uILP,CT_: Eligible for Viral Load 20-24 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,4
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,6
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,9
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,4
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,5
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,6
yhQCvYucobL,CT_: Viral Load Samples Collected 30-34 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,9
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
UL5CnB8zL98,CT_: Viral Load Samples Collected 40-49 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
can7jmHsKVp,CT_: Viral Load Samples Collected 40-49 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
TGfSjBs0xBB,CT_: Viral Load Samples Collected 50 + Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
bC9x4D3iwM9,CT_: Viral Load Samples Collected 50 + Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,4
TgMwXZEAIk0,CT_: Number with Viral Load Results 20-24 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,5
xKJ22a8Qlgs,CT_: Number with Viral Load Results 25-29 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
mVUVWMVwytZ,CT_: Number with Viral Load Results 35-39 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
m0i3vHRRh8N,CT_: Number with Viral Load Results 35-39 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
DPuev94lPjB,CT_: Number with Viral Load Results 40-49 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
tYIWVIK3Mq6,CT_: Number with Viral Load Results 40-49 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
gGkHe1YACwe,CT_: Number with Viral Load Results 50 + Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
ubkZPc0ny42,"CT_: Viral Load Results <1,000 20-24 Years Female",201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,4
RsV6n5MfDFj,CT_: Viral Load Results <LDL> 20-24 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
kgieGgJkZS3,CT_: Viral Load Results <LDL> 25-29 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
KdYmGaWf6q3,CT_: Viral Load Results <LDL> 35-39 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
F1coQry4Jos,CT_: Viral Load Results <LDL> 35-39 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
CJ78Pdu9eZ1,CT_: Viral Load Results <LDL> 40-49 Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
oIrkY2stZm4,CT_: Viral Load Results <LDL> 40-49 Years Female,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
vnCrXLkqCDV,CT_: Viral Load Results <LDL> 50 + Years Male,201712,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
f49NZ0WYT8H,CT_: New on Treatment 1 - 9 Years,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
x2b9Ccqzqgo,CT_: New on Treatment 30-34 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,17
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,5
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,6
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,3
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,3
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,2
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,38
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,48
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,31
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,39
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,39
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,43
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,42
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,46
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,25
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,17
KFvCzhEHvpB,CT_: Eligible for Viral Load 10-14 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
RMpwq40uILP,CT_: Eligible for Viral Load 20-24 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,2
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,2
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,3
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,3
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,5
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,2
pQxQmwQ5KBy,CT_: Viral Load Samples Collected 10-14 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,2
yhQCvYucobL,CT_: Viral Load Samples Collected 30-34 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,2
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,3
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
UL5CnB8zL98,CT_: Viral Load Samples Collected 40-49 Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,1
can7jmHsKVp,CT_: Viral Load Samples Collected 40-49 Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,3
TGfSjBs0xBB,CT_: Viral Load Samples Collected 50 + Years Male,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,5
bC9x4D3iwM9,CT_: Viral Load Samples Collected 50 + Years Female,201712,Chemelil Sugar Health Centre,13522,HllvX50cXC0,YHx6ZCdJgEN ,2
x2b9Ccqzqgo,CT_: New on Treatment 30-34 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
KLX9jAmEUvw,CT_: New on Treatment 50 + Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,9
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,2
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,3
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,10
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,9
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,14
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,10
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,20
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,9
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,12
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,14
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,9
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,11
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,10
UlgGjOe5Dag,CT_: Net Cohort Starting ART 12 months 35-39 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
l8ALPrECQP2,CT_: Number on ART 12 months 35-39 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,2
KFvCzhEHvpB,CT_: Eligible for Viral Load 10-14 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,2
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,3
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,2
pQxQmwQ5KBy,CT_: Viral Load Samples Collected 10-14 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,2
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
UL5CnB8zL98,CT_: Viral Load Samples Collected 40-49 Years Male,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,3
can7jmHsKVp,CT_: Viral Load Samples Collected 40-49 Years Female,201712,Kandege Dispensary,13652,HllvX50cXC0,YHx6ZCdJgEN ,1
W0o6NtXFkLE,CT_: New on Treatment 15-19 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
RaA7Y8HJ4rt,CT_: New on Treatment 35-39 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
vRhYmgY92r2,CT_: New on Treatment 50 + Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,15
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,9
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,8
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,5
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,5
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,24
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,10
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,42
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,6
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,9
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,14
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,23
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,28
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,37
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,16
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,33
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
RMpwq40uILP,CT_: Eligible for Viral Load 20-24 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
kFXEqn4Nh2F,CT_: Eligible for Viral Load 25-29 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
Msy6jQGmn37,CT_: Viral Load Samples Collected 25-29 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
yhQCvYucobL,CT_: Viral Load Samples Collected 30-34 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201712,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
t9k5FOaZ3De,CT_: New on Treatment 25-29 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
